ID,Titulo,Artista,Idioma,Categoria,Imagen_URL,Enlace_Letra,Cancion_Original
660,Que Viva España,Manolo Escobar,ES,General,,https://genius.com/search?q=MANOLO%20ESCOBAR%20QUE%20VIVA%20ESPA%C3%91A,MANOLO ESCOBAR QUE VIVA ESPAÑA
661,Solo Te Pido,Manolo Escobar,ES,General,,https://genius.com/search?q=MANOLO%20ESCOBAR%20SOLO%20TE%20PIDO,MANOLO ESCOBAR SOLO TE PIDO
662,Y Viva España,Manolo Escobar,ES,General,,https://genius.com/search?q=MANOLO%20ESCOBAR%20Y%20VIVA%20ESPA%C3%91A,MANOLO ESCOBAR Y VIVA ESPAÑA
663,A San Fernando,Manolo Garcia,ES,General,,https://genius.com/search?q=MANOLO%20GARCIA%20A%20SAN%20FERNANDO,MANOLO GARCIA A SAN FERNANDO
664,Como Un Burro Amarrado,Manolo Garcia,ES,General,,https://genius.com/search?q=MANOLO%20GARCIA%20COMO%20UN%20BURRO%20AMARRADO,MANOLO GARCIA COMO UN BURRO AMARRADO
665,Insurreccion,Manolo Garcia,ES,General,,https://genius.com/search?q=MANOLO%20GARCIA%20INSURRECCION,MANOLO GARCIA INSURRECCION
666,Nunca El Tiempo Es Perdido,Manolo Garcia,ES,General,,https://genius.com/search?q=MANOLO%20GARCIA%20NUNCA%20EL%20TIEMPO%20ES%20PERDIDO,MANOLO GARCIA NUNCA EL TIEMPO ES PERDIDO
667,Pajaros De Barro,Manolo Garcia,ES,General,,https://genius.com/search?q=MANOLO%20GARCIA%20PAJAROS%20DE%20BARRO,MANOLO GARCIA PAJAROS DE BARRO
668,Marilyn Monroe,Manolo Tena,ES,General,,https://genius.com/search?q=MANOLO%20TENA%20MARILYN%20MONROE,MANOLO TENA MARILYN MONROE
669,Sangre Española,Manolo Tena,ES,General,,https://genius.com/search?q=MANOLO%20TENA%20SANGRE%20ESPA%C3%91OLA,MANOLO TENA SANGRE ESPAÑOLA
670,Tocar Madera,Manolo Tena,ES,General,,https://genius.com/search?q=MANOLO%20TENA%20TOCAR%20MADERA,MANOLO TENA TOCAR MADERA
671,Manu Chao Me Gustas Tu,,ES,General,,https://genius.com/search?q=MANU%20CHAO%20ME%20GUSTAS%20TU,MANU CHAO ME GUSTAS TU
672,Fue,Manuel Carrasco,ES,General,,https://genius.com/search?q=MANUEL%20CARRASCO%20FUE,MANUEL CARRASCO FUE
673,Y Camilo Salitre,Manuel Carrasco,ES,General,,https://genius.com/search?q=MANUEL%20CARRASCO%20Y%20CAMILO%20SALITRE,MANUEL CARRASCO Y CAMILO SALITRE
674,Ya No,Manuel Carrasco,ES,General,,https://genius.com/search?q=MANUEL%20CARRASCO%20YA%20NO,MANUEL CARRASCO YA NO
675,Turizo La Bachata,Manuel,ES,General,,https://genius.com/search?q=MANUEL%20TURIZO%20LA%20BACHATA,MANUEL TURIZO LA BACHATA
676,Manzanita Verde Que Te Quiero Verde,,ES,General,,https://genius.com/search?q=MANZANITA%20VERDE%20QUE%20TE%20QUIERO%20VERDE,MANZANITA VERDE QUE TE QUIERO VERDE
677,Ahora Quien,Marc Anthony,ES,General,,https://genius.com/search?q=MARC%20ANTHONY%20AHORA%20QUIEN,MARC ANTHONY AHORA QUIEN
678,La Gozadera,Marc Anthony,ES,General,,https://genius.com/search?q=MARC%20ANTHONY%20LA%20GOZADERA,MARC ANTHONY LA GOZADERA
679,Valio La Pena,Marc Anthony,ES,General,,https://genius.com/search?q=MARC%20ANTHONY%20VALIO%20LA%20PENA,MARC ANTHONY VALIO LA PENA
680,Vivir Lo Nuestro,Marc Anthony,ES,General,,https://genius.com/search?q=MARC%20ANTHONY%20VIVIR%20LO%20NUESTRO,MARC ANTHONY VIVIR LO NUESTRO
681,Vivir Mi Vida,Marc Anthony,ES,General,,https://genius.com/search?q=MARC%20ANTHONY%20VIVIR%20MI%20VIDA,MARC ANTHONY VIVIR MI VIDA
682,Isabel Antes Muerta Que Sencilla,Maria,ES,General,,https://genius.com/search?q=MARIA%20ISABEL%20ANTES%20MUERTA%20QUE%20SENCILLA,MARIA ISABEL ANTES MUERTA QUE SENCILLA
683,Isabel No Me Toques Las Palmas Que Me Conozco,Maria,ES,General,,https://genius.com/search?q=MARIA%20ISABEL%20NO%20ME%20TOQUES%20LAS%20PALMAS%20QUE%20ME%20CONOZCO,MARIA ISABEL NO ME TOQUES LAS PALMAS QUE ME CONOZCO
684,Jesus Y Su Acordeon Pajaritos A Bailar,Maria,ES,General,,https://genius.com/search?q=MARIA%20JESUS%20Y%20SU%20ACORDEON%20PAJARITOS%20A%20BAILAR,MARIA JESUS Y SU ACORDEON PAJARITOS A BAILAR
685,Jimenez Se Acabo,Maria,ES,General,,https://genius.com/search?q=MARIA%20JIMENEZ%20SE%20ACABO,MARIA JIMENEZ SE ACABO
686,Jimenez Si Te Vas,Maria,ES,General,,https://genius.com/search?q=MARIA%20JIMENEZ%20SI%20TE%20VAS,MARIA JIMENEZ SI TE VAS
687,Marisol La Tombola,,ES,General,,https://genius.com/search?q=MARISOL%20LA%20TOMBOLA,MARISOL LA TOMBOLA
688,Baila Morena,Marlena,ES,General,,https://genius.com/search?q=MARLENA%20BAILA%20MORENA,MARLENA BAILA MORENA
689,Me Sabe Mal,Marlena,ES,General,,https://genius.com/search?q=MARLENA%20ME%20SABE%20MAL,MARLENA ME SABE MAL
690,Nadie Se Muere De Amor,Marlena,ES,General,,https://genius.com/search?q=MARLENA%20NADIE%20SE%20MUERE%20DE%20AMOR,MARLENA NADIE SE MUERE DE AMOR
691,Marta Sanchez Desesperada,,ES,General,,https://genius.com/search?q=MARTA%20SANCHEZ%20DESESPERADA,MARTA SANCHEZ DESESPERADA
692,Mary Poppins Supercalifragilisticoespialidoso,,ES,General,,https://genius.com/search?q=MARY%20POPPINS%20SUPERCALIFRAGILISTICOESPIALIDOSO,MARY POPPINS SUPERCALIFRAGILISTICOESPIALIDOSO
693,Massiel La La La,,ES,General,,https://genius.com/search?q=MASSIEL%20LA%20LA%20LA,MASSIEL LA LA LA
694,Barco A Venus,Mecano,ES,General,,https://genius.com/search?q=MECANO%20BARCO%20A%20VENUS,MECANO BARCO A VENUS
695,Cruz De Navajas,Mecano,ES,General,,https://genius.com/search?q=MECANO%20CRUZ%20DE%20NAVAJAS,MECANO CRUZ DE NAVAJAS
696,Eungenio Salvador Dalí,Mecano,ES,General,,https://genius.com/search?q=MECANO%20EUNGENIO%20SALVADOR%20DAL%C3%8D,MECANO EUNGENIO SALVADOR DALÍ
697,Hawai Bombay,Mecano,ES,General,,https://genius.com/search?q=MECANO%20HAWAI%20BOMBAY,MECANO HAWAI BOMBAY
698,Hijo De La Luna,Mecano,ES,General,,https://genius.com/search?q=MECANO%20HIJO%20DE%20LA%20LUNA,MECANO HIJO DE LA LUNA
699,Hoy No Me Puedo Levantar,Mecano,ES,General,,https://genius.com/search?q=MECANO%20HOY%20NO%20ME%20PUEDO%20LEVANTAR,MECANO HOY NO ME PUEDO LEVANTAR
700,Maquillaje,Mecano,ES,General,,https://genius.com/search?q=MECANO%20MAQUILLAJE,MECANO MAQUILLAJE
701,Me Cole En Una Fiesta,Mecano,ES,General,,https://genius.com/search?q=MECANO%20ME%20COLE%20EN%20UNA%20FIESTA,MECANO ME COLE EN UNA FIESTA
702,Mujer Contra Mujer,Mecano,ES,General,,https://genius.com/search?q=MECANO%20MUJER%20CONTRA%20MUJER,MECANO MUJER CONTRA MUJER
703,Perdido En Mi Habitacion,Mecano,ES,General,,https://genius.com/search?q=MECANO%20PERDIDO%20EN%20MI%20HABITACION,MECANO PERDIDO EN MI HABITACION
704,Un Año Mas,Mecano,ES,General,,https://genius.com/search?q=MECANO%20UN%20A%C3%91O%20MAS,MECANO UN AÑO MAS
705,Necesito Respirar,Medina Azahara,ES,General,,https://genius.com/search?q=MEDINA%20AZAHARA%20NECESITO%20RESPIRAR,MEDINA AZAHARA NECESITO RESPIRAR
706,Todo Tiene Su Fin,Medina Azahara,ES,General,,https://genius.com/search?q=MEDINA%20AZAHARA%20TODO%20TIENE%20SU%20FIN,MEDINA AZAHARA TODO TIENE SU FIN
707,Un Cuadro De Colores,Medina Azahara,ES,General,,https://genius.com/search?q=MEDINA%20AZAHARA%20UN%20CUADRO%20DE%20COLORES,MEDINA AZAHARA UN CUADRO DE COLORES
708,& Nash Destino O Casualidad,Melendi,ES,General,,https://genius.com/search?q=MELENDI%20%26%20NASH%20DESTINO%20O%20CASUALIDAD,MELENDI & NASH DESTINO O CASUALIDAD
709,Barbie De Extrarradio,Melendi,ES,General,,https://genius.com/search?q=MELENDI%20BARBIE%20DE%20EXTRARRADIO,MELENDI BARBIE DE EXTRARRADIO
710,Calle La Pantomima,Melendi,ES,General,,https://genius.com/search?q=MELENDI%20CALLE%20LA%20PANTOMIMA,MELENDI CALLE LA PANTOMIMA
711,Caminando Por La Vida,Melendi,ES,General,,https://genius.com/search?q=MELENDI%20CAMINANDO%20POR%20LA%20VIDA,MELENDI CAMINANDO POR LA VIDA
712,Cancion De Amor Caducada,Melendi,ES,General,,https://genius.com/search?q=MELENDI%20CANCION%20DE%20AMOR%20CADUCADA,MELENDI CANCION DE AMOR CADUCADA
713,Cheque Al Portamor,Melendi,ES,General,,https://genius.com/search?q=MELENDI%20CHEQUE%20AL%20PORTAMOR,MELENDI CHEQUE AL PORTAMOR
714,Con La Luna Llena,Melendi,ES,General,,https://genius.com/search?q=MELENDI%20CON%20LA%20LUNA%20LLENA,MELENDI CON LA LUNA LLENA
715,Desde Que Estamos Juntos,Melendi,ES,General,,https://genius.com/search?q=MELENDI%20DESDE%20QUE%20ESTAMOS%20JUNTOS,MELENDI DESDE QUE ESTAMOS JUNTOS
716,Lagrimas Desordenadas,Melendi,ES,General,,https://genius.com/search?q=MELENDI%20LAGRIMAS%20DESORDENADAS,MELENDI LAGRIMAS DESORDENADAS
717,Quisiera Yo Saber,Melendi,ES,General,,https://genius.com/search?q=MELENDI%20QUISIERA%20YO%20SABER,MELENDI QUISIERA YO SABER
718,Sin Noticias De Holanda,Melendi,ES,General,,https://genius.com/search?q=MELENDI%20SIN%20NOTICIAS%20DE%20HOLANDA,MELENDI SIN NOTICIAS DE HOLANDA
719,Tocado Y Hundido,Melendi,ES,General,,https://genius.com/search?q=MELENDI%20TOCADO%20Y%20HUNDIDO,MELENDI TOCADO Y HUNDIDO
720,Tu Jardin Con Enanitos,Melendi,ES,General,,https://genius.com/search?q=MELENDI%20TU%20JARDIN%20CON%20ENANITOS,MELENDI TU JARDIN CON ENANITOS
721,Un Violinista Por El Tejado,Melendi,ES,General,,https://genius.com/search?q=MELENDI%20UN%20VIOLINISTA%20POR%20EL%20TEJADO,MELENDI UN VIOLINISTA POR EL TEJADO
722,Melocos Con Melendi Estoy Enfermo,,ES,General,,https://genius.com/search?q=MELOCOS%20CON%20MELENDI%20ESTOY%20ENFERMO,MELOCOS CON MELENDI ESTOY ENFERMO
723,Melocos Y La Quinta Estacion Cuando Me Vaya,,ES,General,,https://genius.com/search?q=MELOCOS%20Y%20LA%20QUINTA%20ESTACION%20CUANDO%20ME%20VAYA,MELOCOS Y LA QUINTA ESTACION CUANDO ME VAYA
724,El Baile Del Gorila,Melody,ES,General,,https://genius.com/search?q=MELODY%20EL%20BAILE%20DEL%20GORILA,MELODY EL BAILE DEL GORILA
725,Esa Diva,Melody,ES,General,,https://genius.com/search?q=MELODY%20ESA%20DIVA,MELODY ESA DIVA
726,Merche Abre Tu Mente,,ES,General,,https://genius.com/search?q=MERCHE%20ABRE%20TU%20MENTE,MERCHE ABRE TU MENTE
727,Merche No Me Pidas Mas Amor,,ES,General,,https://genius.com/search?q=MERCHE%20NO%20ME%20PIDAS%20MAS%20AMOR,MERCHE NO ME PIDAS MAS AMOR
728,Michel Telo Ai Se U Te Pego,,ES,General,,https://genius.com/search?q=MICHEL%20TELO%20AI%20SE%20U%20TE%20PEGO,MICHEL TELO AI SE U TE PEGO
729,Micky Enseñame A Cantar,,ES,General,,https://genius.com/search?q=MICKY%20ENSE%C3%91AME%20A%20CANTAR,MICKY ENSEÑAME A CANTAR
730,Mig Bosé Y B Bosé Como Un Lobo,,ES,General,,https://genius.com/search?q=MIG%20BOS%C3%89%20Y%20B%20BOS%C3%89%20COMO%20UN%20LOBO,MIG BOSÉ Y B BOSÉ COMO UN LOBO
731,Sevilla,Miguel Bose,ES,General,,https://genius.com/search?q=MIGUEL%20BOSE%20SEVILLA,MIGUEL BOSE SEVILLA
732,Super Superman,Miguel Bose,ES,General,,https://genius.com/search?q=MIGUEL%20BOSE%20SUPER%20SUPERMAN,MIGUEL BOSE SUPER SUPERMAN
733,Te Amare,Miguel Bose,ES,General,,https://genius.com/search?q=MIGUEL%20BOSE%20TE%20AMARE,MIGUEL BOSE TE AMARE
734,Amante Bandido,Miguel Bose,ES,General,,https://genius.com/search?q=MIGUEL%20BOSE%20AMANTE%20BANDIDO,MIGUEL BOSE AMANTE BANDIDO
735,Don Diablo,Miguel Bose,ES,General,,https://genius.com/search?q=MIGUEL%20BOSE%20DON%20DIABLO,MIGUEL BOSE DON DIABLO
736,Hacer Por Hacer,Miguel Bose,ES,General,,https://genius.com/search?q=MIGUEL%20BOSE%20HACER%20POR%20HACER,MIGUEL BOSE HACER POR HACER
737,Bosé Los Chicos No Lloran,Miguel,ES,General,,https://genius.com/search?q=MIGUEL%20BOS%C3%89%20LOS%20CHICOS%20NO%20LLORAN,MIGUEL BOSÉ LOS CHICOS NO LLORAN
738,Bosé Morena Mía,Miguel,ES,General,,https://genius.com/search?q=MIGUEL%20BOS%C3%89%20MORENA%20M%C3%8DA,MIGUEL BOSÉ MORENA MÍA
739,Super Superman,Miguel Bose,ES,General,,https://genius.com/search?q=MIGUEL%20BOSE%20SUPER%20SUPERMAN,MIGUEL BOSE SUPER SUPERMAN
740,Gallardo Hoy Tengo Ganas De Ti,Miguel,ES,General,,https://genius.com/search?q=MIGUEL%20GALLARDO%20HOY%20TENGO%20GANAS%20DE%20TI,MIGUEL GALLARDO HOY TENGO GANAS DE TI
741,Nandez Amiga Soledad,Miguel,ES,General,,https://genius.com/search?q=MIGUEL%20NANDEZ%20AMIGA%20SOLEDAD,MIGUEL NANDEZ AMIGA SOLEDAD
742,Bienvenidos,Miguel Rios,ES,General,,https://genius.com/search?q=MIGUEL%20RIOS%20BIENVENIDOS,MIGUEL RIOS BIENVENIDOS
743,Año 2000,Miguel Rios,ES,General,,https://genius.com/search?q=MIGUEL%20RIOS%20A%C3%91O%202000,MIGUEL RIOS AÑO 2000
744,Banzai,Miguel Rios,ES,General,,https://genius.com/search?q=MIGUEL%20RIOS%20BANZAI,MIGUEL RIOS BANZAI
745,Blues Del Autobus,Miguel Rios El,ES,General,,https://genius.com/search?q=MIGUEL%20RIOS%20EL%20BLUES%20DEL%20AUTOBUS,MIGUEL RIOS EL BLUES DEL AUTOBUS
746,Rio,Miguel Rios El,ES,General,,https://genius.com/search?q=MIGUEL%20RIOS%20EL%20RIO,MIGUEL RIOS EL RIO
747,Rock De Una Noche De Verano,Miguel Rios El,ES,General,,https://genius.com/search?q=MIGUEL%20RIOS%20EL%20ROCK%20DE%20UNA%20NOCHE%20DE%20VERANO,MIGUEL RIOS EL ROCK DE UNA NOCHE DE VERANO
748,Santa Lucia,Miguel Rios,ES,General,,https://genius.com/search?q=MIGUEL%20RIOS%20SANTA%20LUCIA,MIGUEL RIOS SANTA LUCIA
749,Miss Cafeina Hoy Va A Ser El Dia,,ES,General,,https://genius.com/search?q=MISS%20CAFEINA%20HOY%20VA%20A%20SER%20EL%20DIA,MISS CAFEINA HOY VA A SER EL DIA
750,Miss Cafeina Que Seas Feliz,,ES,General,,https://genius.com/search?q=MISS%20CAFEINA%20QUE%20SEAS%20FELIZ,MISS CAFEINA QUE SEAS FELIZ
751,Mocedades Popurri Mocedades,,ES,General,,https://genius.com/search?q=MOCEDADES%20POPURRI%20MOCEDADES,MOCEDADES POPURRI MOCEDADES
752,De Pequeño,Modelo,ES,General,,https://genius.com/search?q=MODELO%20DE%20PEQUE%C3%91O,MODELO DE PEQUEÑO
753,Desubicao,Modelo,ES,General,,https://genius.com/search?q=MODELO%20DESUBICAO,MODELO DESUBICAO
754,No Se Pararlo,Modelo,ES,General,,https://genius.com/search?q=MODELO%20NO%20SE%20PARARLO,MODELO NO SE PARARLO
755,Todo Bien,Modelo,ES,General,,https://genius.com/search?q=MODELO%20TODO%20BIEN,MODELO TODO BIEN
756,Mojinos Escocios El Perro Chow Chow,,ES,General,,https://genius.com/search?q=MOJINOS%20ESCOCIOS%20EL%20PERRO%20CHOW%20CHOW,MOJINOS ESCOCIOS EL PERRO CHOW CHOW
757,Ámame O Déjame,Monica Naranjo,ES,General,,https://genius.com/search?q=MONICA%20NARANJO%20%C3%81MAME%20O%20D%C3%89JAME,MONICA NARANJO ÁMAME O DÉJAME
758,Desatame,Monica Naranjo,ES,General,,https://genius.com/search?q=MONICA%20NARANJO%20DESATAME,MONICA NARANJO DESATAME
759,Sobrevivire,Monica Naranjo,ES,General,,https://genius.com/search?q=MONICA%20NARANJO%20SOBREVIVIRE,MONICA NARANJO SOBREVIVIRE
760,Morat Ft Juanes Besos En Guerra,,ES,General,,https://genius.com/search?q=MORAT%20FT%20JUANES%20BESOS%20EN%20GUERRA,MORAT FT JUANES BESOS EN GUERRA
761,Nancys Rubias Me Encanta,,ES,General,,https://genius.com/search?q=NANCYS%20RUBIAS%20ME%20ENCANTA,NANCYS RUBIAS ME ENCANTA
762,Al Menos Ahora,Nek,ES,General,,https://genius.com/search?q=NEK%20AL%20MENOS%20AHORA,NEK AL MENOS AHORA
763,Laura No Esta,Nek,ES,General,,https://genius.com/search?q=NEK%20LAURA%20NO%20ESTA,NEK LAURA NO ESTA
764,Para Ti Seria,Nek,ES,General,,https://genius.com/search?q=NEK%20PARA%20TI%20SERIA,NEK PARA TI SERIA
765,Nena Daconte En Que Estrella Estará,,ES,General,,https://genius.com/search?q=NENA%20DACONTE%20EN%20QUE%20ESTRELLA%20ESTAR%C3%81,NENA DACONTE EN QUE ESTRELLA ESTARÁ
766,Nena Daconte Tenia Tanto Que Darte,,ES,General,,https://genius.com/search?q=NENA%20DACONTE%20TENIA%20TANTO%20QUE%20DARTE,NENA DACONTE TENIA TANTO QUE DARTE
767,Nicky Jam Travesuras,,ES,General,,https://genius.com/search?q=NICKY%20JAM%20TRAVESURAS,NICKY JAM TRAVESURAS
768,Moler Dani Fernandez Soldadito De Hierro,Nil,ES,General,,https://genius.com/search?q=NIL%20MOLER%20DANI%20FERNANDEZ%20SOLDADITO%20DE%20HIERRO,NIL MOLER DANI FERNANDEZ SOLDADITO DE HIERRO
769,Dos Primaveras,Nil Moliner,ES,General,,https://genius.com/search?q=NIL%20MOLINER%20DOS%20PRIMAVERAS,NIL MOLINER DOS PRIMAVERAS
770,Libertad,Nil Moliner,ES,General,,https://genius.com/search?q=NIL%20MOLINER%20LIBERTAD,NIL MOLINER LIBERTAD
771,Mi Religion,Nil Moliner,ES,General,,https://genius.com/search?q=NIL%20MOLINER%20MI%20RELIGION,NIL MOLINER MI RELIGION
772,"America, America",Nino Bravo,ES,General,,https://genius.com/search?q=NINO%20BRAVO%20AMERICA%2C%20AMERICA,"NINO BRAVO AMERICA, AMERICA"
773,Noelia,Nino Bravo,ES,General,,https://genius.com/search?q=NINO%20BRAVO%20NOELIA,NINO BRAVO NOELIA
774,Un Beso Y Una Flor,Nino Bravo,ES,General,,https://genius.com/search?q=NINO%20BRAVO%20UN%20BESO%20Y%20UNA%20FLOR,NINO BRAVO UN BESO Y UNA FLOR
775,Objetivo Birmania Los Amigos De Mis Amigas Son Mis Amigos,,ES,General,,https://genius.com/search?q=OBJETIVO%20BIRMANIA%20LOS%20AMIGOS%20DE%20MIS%20AMIGAS%20SON%20MIS%20AMIGOS,OBJETIVO BIRMANIA LOS AMIGOS DE MIS AMIGAS SON MIS AMIGOS
776,Historias De Amor,Obk,ES,General,,https://genius.com/search?q=OBK%20HISTORIAS%20DE%20AMOR,OBK HISTORIAS DE AMOR
777,De Que Me Sirve Llorar,Obk,ES,General,,https://genius.com/search?q=OBK%20DE%20QUE%20ME%20SIRVE%20LLORAR,OBK DE QUE ME SIRVE LLORAR
778,Historias De Amor,Obk,ES,General,,https://genius.com/search?q=OBK%20HISTORIAS%20DE%20AMOR,OBK HISTORIAS DE AMOR
779,Olé Olé Bailando Sin Salir De Casa,,ES,General,,https://genius.com/search?q=OL%C3%89%20OL%C3%89%20BAILANDO%20SIN%20SALIR%20DE%20CASA,OLÉ OLÉ BAILANDO SIN SALIR DE CASA
780,Ole Ole Con Solo Una Mirada,,ES,General,,https://genius.com/search?q=OLE%20OLE%20CON%20SOLO%20UNA%20MIRADA,OLE OLE CON SOLO UNA MIRADA
781,Ole Ole No Controles,,ES,General,,https://genius.com/search?q=OLE%20OLE%20NO%20CONTROLES,OLE OLE NO CONTROLES
782,La Sevillana,Omar Montes,ES,General,,https://genius.com/search?q=OMAR%20MONTES%20LA%20SEVILLANA,OMAR MONTES LA SEVILLANA
783,Farruko Patio De La Carcel,Omar Montes,ES,General,,https://genius.com/search?q=OMAR%20MONTES%20FARRUKO%20PATIO%20DE%20LA%20CARCEL,OMAR MONTES FARRUKO PATIO DE LA CARCEL
784,Y Bad Gyal Alocao,Omar Montes,ES,General,,https://genius.com/search?q=OMAR%20MONTES%20Y%20BAD%20GYAL%20ALOCAO,OMAR MONTES Y BAD GYAL ALOCAO
785,Opus Live Is Life,,ES,General,,https://genius.com/search?q=OPUS%20LIVE%20IS%20LIFE,OPUS LIVE IS LIFE
786,Original Elias & Moncho Chavea & Yotuel & C De Cama Rakata,,ES,General,,https://genius.com/search?q=ORIGINAL%20ELIAS%20%26%20MONCHO%20CHAVEA%20%26%20YOTUEL%20%26%20C%20DE%20CAMA%20RAKATA,ORIGINAL ELIAS & MONCHO CHAVEA & YOTUEL & C DE CAMA RAKATA
787,Caperucita Feroz,Orquesta Mondragón,ES,General,,https://genius.com/search?q=ORQUESTA%20MONDRAG%C3%93N%20CAPERUCITA%20FEROZ,ORQUESTA MONDRAGÓN CAPERUCITA FEROZ
788,Ellos Las Prefieren Gordas,Orquesta Mondragón,ES,General,,https://genius.com/search?q=ORQUESTA%20MONDRAG%C3%93N%20ELLOS%20LAS%20PREFIEREN%20GORDAS,ORQUESTA MONDRAGÓN ELLOS LAS PREFIEREN GORDAS
789,Viaje Con Nosotros,Orquesta Mondragón,ES,General,,https://genius.com/search?q=ORQUESTA%20MONDRAG%C3%93N%20VIAJE%20CON%20NOSOTROS,ORQUESTA MONDRAGÓN VIAJE CON NOSOTROS
790,Lopez El Mejor Momento,Pablo,ES,General,,https://genius.com/search?q=PABLO%20LOPEZ%20EL%20MEJOR%20MOMENTO,PABLO LOPEZ EL MEJOR MOMENTO
791,Lopez El Mundo,Pablo,ES,General,,https://genius.com/search?q=PABLO%20LOPEZ%20EL%20MUNDO,PABLO LOPEZ EL MUNDO
792,Perea Talon De Aquiles,Pablo,ES,General,,https://genius.com/search?q=PABLO%20PEREA%20TALON%20DE%20AQUILES,PABLO PEREA TALON DE AQUILES
793,Paloma San Basilio Juntos,,ES,General,,https://genius.com/search?q=PALOMA%20SAN%20BASILIO%20JUNTOS,PALOMA SAN BASILIO JUNTOS
794,Ni Una Sola Palabra,Paulina Rubio,ES,General,,https://genius.com/search?q=PAULINA%20RUBIO%20NI%20UNA%20SOLA%20PALABRA,PAULINA RUBIO NI UNA SOLA PALABRA
795,Y Morat Mi Nuevo Vicio,Paulina Rubio,ES,General,,https://genius.com/search?q=PAULINA%20RUBIO%20Y%20MORAT%20MI%20NUEVO%20VICIO,PAULINA RUBIO Y MORAT MI NUEVO VICIO
796,Y Yo Sigo Aquí,Paulina Rubio,ES,General,,https://genius.com/search?q=PAULINA%20RUBIO%20Y%20YO%20SIGO%20AQU%C3%8D,PAULINA RUBIO Y YO SIGO AQUÍ
797,Pedrito Fernandez La De La Mochila Azul,,ES,General,,https://genius.com/search?q=PEDRITO%20FERNANDEZ%20LA%20DE%20LA%20MOCHILA%20AZUL,PEDRITO FERNANDEZ LA DE LA MOCHILA AZUL
798,Pedro Capo & Farruko Calma,,ES,General,,https://genius.com/search?q=PEDRO%20CAPO%20%26%20FARRUKO%20CALMA,PEDRO CAPO & FARRUKO CALMA
799,Pedro Capo La Fiesta,,ES,General,,https://genius.com/search?q=PEDRO%20CAPO%20LA%20FIESTA,PEDRO CAPO LA FIESTA
800,Borriquito Como Tu,Peret,ES,General,,https://genius.com/search?q=PERET%20BORRIQUITO%20COMO%20TU,PERET BORRIQUITO COMO TU
801,Canta Y Se Feliz,Peret,ES,General,,https://genius.com/search?q=PERET%20CANTA%20Y%20SE%20FELIZ,PERET CANTA Y SE FELIZ
802,El Muerto Vivo,Peret,ES,General,,https://genius.com/search?q=PERET%20EL%20MUERTO%20VIVO,PERET EL MUERTO VIVO
803,Una Lagrima,Peret,ES,General,,https://genius.com/search?q=PERET%20UNA%20LAGRIMA,PERET UNA LAGRIMA
804,Pereza Princesas,,ES,General,,https://genius.com/search?q=PEREZA%20PRINCESAS,PEREZA PRINCESAS
805,Pignoise Melendi Estoy Enfermo,,ES,General,,https://genius.com/search?q=PIGNOISE%20MELENDI%20ESTOY%20ENFERMO,PIGNOISE MELENDI ESTOY ENFERMO
806,Pimpinela Ese Hombre,,ES,General,,https://genius.com/search?q=PIMPINELA%20ESE%20HOMBRE,PIMPINELA ESE HOMBRE
807,Pimpinela Olvídame Y Pega La Vuelta,,ES,General,,https://genius.com/search?q=PIMPINELA%20OLV%C3%8DDAME%20Y%20PEGA%20LA%20VUELTA,PIMPINELA OLVÍDAME Y PEGA LA VUELTA
808,Pinkfong Baby Shark,,ES,General,,https://genius.com/search?q=PINKFONG%20BABY%20SHARK,PINKFONG BABY SHARK
809,Pistones El Pistolero,,ES,General,,https://genius.com/search?q=PISTONES%20EL%20PISTOLERO,PISTONES EL PISTOLERO
810,Pitbull El Taxi,,ES,General,,https://genius.com/search?q=PITBULL%20EL%20TAXI,PITBULL EL TAXI
811,"Pitbull,Yandel Y Chacal Ay Mi Dios",,ES,General,,https://genius.com/search?q=PITBULL%2CYANDEL%20Y%20CHACAL%20AY%20MI%20DIOS,"PITBULL,YANDEL Y CHACAL AY MI DIOS"
812,Platero Y Tu Tras La Barra Del Bar,,ES,General,,https://genius.com/search?q=PLATERO%20Y%20TU%20TRAS%20LA%20BARRA%20DEL%20BAR,PLATERO Y TU TRAS LA BARRA DEL BAR
813,Distancia,Porta,ES,General,,https://genius.com/search?q=PORTA%20DISTANCIA,PORTA DISTANCIA
814,Estados,Porta,ES,General,,https://genius.com/search?q=PORTA%20ESTADOS,PORTA ESTADOS
815,La Bella Y La Bestia,Porta,ES,General,,https://genius.com/search?q=PORTA%20LA%20BELLA%20Y%20LA%20BESTIA,PORTA LA BELLA Y LA BESTIA
816,Presuntos Implicados Como Hemos Cambiado,,ES,General,,https://genius.com/search?q=PRESUNTOS%20IMPLICADOS%20COMO%20HEMOS%20CAMBIADO,PRESUNTOS IMPLICADOS COMO HEMOS CAMBIADO
817,Queco Tengo,,ES,General,,https://genius.com/search?q=QUECO%20TENGO,QUECO TENGO
818,Quevedo Bzrp Sesion 52 Quedate,,ES,General,,https://genius.com/search?q=QUEVEDO%20BZRP%20SESION%2052%20QUEDATE,QUEVEDO BZRP SESION 52 QUEDATE
819,Radio Futura Escuela De Calor,,ES,General,,https://genius.com/search?q=RADIO%20FUTURA%20ESCUELA%20DE%20CALOR,RADIO FUTURA ESCUELA DE CALOR
