ID,Titulo,Artista,Idioma,Categoria,Imagen_URL,Enlace_Letra,Cancion_Original
820,Radio Futura Veneno En La Piel,,ES,General,,https://genius.com/search?q=RADIO%20FUTURA%20VENENO%20EN%20LA%20PIEL,RADIO FUTURA VENENO EN LA PIEL
821,Rafaela Carra Explota Mi Corazon,,ES,General,,https://genius.com/search?q=RAFAELA%20CARRA%20EXPLOTA%20MI%20CORAZON,RAFAELA CARRA EXPLOTA MI CORAZON
822,Caliente Caliente,Rafaella Carra,ES,General,,https://genius.com/search?q=RAFAELLA%20CARRA%20CALIENTE%20CALIENTE,RAFAELLA CARRA CALIENTE CALIENTE
823,Explota Mi Corazon,Rafaella Carra,ES,General,,https://genius.com/search?q=RAFAELLA%20CARRA%20EXPLOTA%20MI%20CORAZON,RAFAELLA CARRA EXPLOTA MI CORAZON
824,Fiesta,Rafaella Carra,ES,General,,https://genius.com/search?q=RAFAELLA%20CARRA%20FIESTA,RAFAELLA CARRA FIESTA
825,Carrá Hay Que Venir Al Sur,Rafaella,ES,General,,https://genius.com/search?q=RAFAELLA%20CARR%C3%81%20HAY%20QUE%20VENIR%20AL%20SUR,RAFAELLA CARRÁ HAY QUE VENIR AL SUR
826,Mix Rafaella,Rafaella Carra,ES,General,,https://genius.com/search?q=RAFAELLA%20CARRA%20MIX%20RAFAELLA,RAFAELLA CARRA MIX RAFAELLA
827,Pedro,Rafaella Carra,ES,General,,https://genius.com/search?q=RAFAELLA%20CARRA%20PEDRO,RAFAELLA CARRA PEDRO
828,Que Dolor (Una Mujer En El Armario),Rafaella Carra,ES,General,,https://genius.com/search?q=RAFAELLA%20CARRA%20QUE%20DOLOR%20%28UNA%20MUJER%20EN%20EL%20ARMARIO%29,RAFAELLA CARRA QUE DOLOR (UNA MUJER EN EL ARMARIO)
829,Rakel Winchester El Mario De La Cannicera,,ES,General,,https://genius.com/search?q=RAKEL%20WINCHESTER%20EL%20MARIO%20DE%20LA%20CANNICERA,RAKEL WINCHESTER EL MARIO DE LA CANNICERA
830,Ramoncin Litros De Alcohol,,ES,General,,https://genius.com/search?q=RAMONCIN%20LITROS%20DE%20ALCOHOL,RAMONCIN LITROS DE ALCOHOL
831,Como Yo Te Amo,Raphael,ES,General,,https://genius.com/search?q=RAPHAEL%20COMO%20YO%20TE%20AMO,RAPHAEL COMO YO TE AMO
832,Escandalo,Raphael,ES,General,,https://genius.com/search?q=RAPHAEL%20ESCANDALO,RAPHAEL ESCANDALO
833,Mi Gran Noche,Raphael,ES,General,,https://genius.com/search?q=RAPHAEL%20MI%20GRAN%20NOCHE,RAPHAEL MI GRAN NOCHE
834,Y Como Es El,Raphael,ES,General,,https://genius.com/search?q=RAPHAEL%20Y%20COMO%20ES%20EL,RAPHAEL Y COMO ES EL
835,Raul Sueño Su Boca,,ES,General,,https://genius.com/search?q=RAUL%20SUE%C3%91O%20SU%20BOCA,RAUL SUEÑO SU BOCA
836,Rebeldes Bajo La Luz De La Luna,,ES,General,,https://genius.com/search?q=REBELDES%20BAJO%20LA%20LUZ%20DE%20LA%20LUNA,REBELDES BAJO LA LUZ DE LA LUNA
837,Revólver Si Estan Sólo Amor,,ES,General,,https://genius.com/search?q=REV%C3%93LVER%20SI%20ESTAN%20S%C3%93LO%20AMOR,REVÓLVER SI ESTAN SÓLO AMOR
838,Bomba,Ricky Martin La,ES,General,,https://genius.com/search?q=RICKY%20MARTIN%20LA%20BOMBA,RICKY MARTIN LA BOMBA
839,Copa De La Vida,Ricky Martin La,ES,General,,https://genius.com/search?q=RICKY%20MARTIN%20LA%20COPA%20DE%20LA%20VIDA,RICKY MARTIN LA COPA DE LA VIDA
840,Mordidita,Ricky Martin La,ES,General,,https://genius.com/search?q=RICKY%20MARTIN%20LA%20MORDIDITA,RICKY MARTIN LA MORDIDITA
841,Livin La Vida Loca,Ricky Martin,ES,General,,https://genius.com/search?q=RICKY%20MARTIN%20LIVIN%20LA%20VIDA%20LOCA,RICKY MARTIN LIVIN LA VIDA LOCA
842,Por Arriba Por Abajo,Ricky Martin,ES,General,,https://genius.com/search?q=RICKY%20MARTIN%20POR%20ARRIBA%20POR%20ABAJO,RICKY MARTIN POR ARRIBA POR ABAJO
843,She Bangs,Ricky Martin,ES,General,,https://genius.com/search?q=RICKY%20MARTIN%20SHE%20BANGS,RICKY MARTIN SHE BANGS
844,"Uno, Dos, Tres, María",Ricky Martin,ES,General,,https://genius.com/search?q=RICKY%20MARTIN%20UNO%2C%20DOS%2C%20TRES%2C%20MAR%C3%8DA,"RICKY MARTIN UNO, DOS, TRES, MARÍA"
845,Amigo,Roberto Carlos,ES,General,,https://genius.com/search?q=ROBERTO%20CARLOS%20AMIGO,ROBERTO CARLOS AMIGO
846,El Gato Que Está Triste Y Azul,Roberto Carlos,ES,General,,https://genius.com/search?q=ROBERTO%20CARLOS%20EL%20GATO%20QUE%20EST%C3%81%20TRISTE%20Y%20AZUL,ROBERTO CARLOS EL GATO QUE ESTÁ TRISTE Y AZUL
847,Lady Laura,Roberto Carlos,ES,General,,https://genius.com/search?q=ROBERTO%20CARLOS%20LADY%20LAURA,ROBERTO CARLOS LADY LAURA
848,"Mi Querido, Mi Viejo, Mi Amigo",Roberto Carlos,ES,General,,https://genius.com/search?q=ROBERTO%20CARLOS%20MI%20QUERIDO%2C%20MI%20VIEJO%2C%20MI%20AMIGO,"ROBERTO CARLOS MI QUERIDO, MI VIEJO, MI AMIGO"
849,Un Millón De Amigos,Roberto Carlos,ES,General,,https://genius.com/search?q=ROBERTO%20CARLOS%20UN%20MILL%C3%93N%20DE%20AMIGOS,ROBERTO CARLOS UN MILLÓN DE AMIGOS
850,Chikilicuatre El Baile Del Chikichiki,Roberto,ES,General,,https://genius.com/search?q=ROBERTO%20CHIKILICUATRE%20EL%20BAILE%20DEL%20CHIKICHIKI,ROBERTO CHIKILICUATRE EL BAILE DEL CHIKICHIKI
851,Me Gustas Mucho,Rocio Durcal,ES,General,,https://genius.com/search?q=ROCIO%20DURCAL%20ME%20GUSTAS%20MUCHO,ROCIO DURCAL ME GUSTAS MUCHO
852,Tu Querias Que Te Dejara De Querer,Rocio Durcal,ES,General,,https://genius.com/search?q=ROCIO%20DURCAL%20TU%20QUERIAS%20QUE%20TE%20DEJARA%20DE%20QUERER,ROCIO DURCAL TU QUERIAS QUE TE DEJARA DE QUERER
853,Y Joaquin Sabina Nos Dieron Las Diez,Rocio Durcal,ES,General,,https://genius.com/search?q=ROCIO%20DURCAL%20Y%20JOAQUIN%20SABINA%20NOS%20DIERON%20LAS%20DIEZ,ROCIO DURCAL Y JOAQUIN SABINA NOS DIERON LAS DIEZ
854,Yo Necesito Saber,Rocio Durcal,ES,General,,https://genius.com/search?q=ROCIO%20DURCAL%20YO%20NECESITO%20SABER,ROCIO DURCAL YO NECESITO SABER
855,Como Una Ola,Rocio Jurado,ES,General,,https://genius.com/search?q=ROCIO%20JURADO%20COMO%20UNA%20OLA,ROCIO JURADO COMO UNA OLA
856,Como Yo Te Amo,Rocio Jurado,ES,General,,https://genius.com/search?q=ROCIO%20JURADO%20COMO%20YO%20TE%20AMO,ROCIO JURADO COMO YO TE AMO
857,Dejala Correr,Rocio Jurado,ES,General,,https://genius.com/search?q=ROCIO%20JURADO%20DEJALA%20CORRER,ROCIO JURADO DEJALA CORRER
858,Se Nos Rompio El Amor,Rocio Jurado,ES,General,,https://genius.com/search?q=ROCIO%20JURADO%20SE%20NOS%20ROMPIO%20EL%20AMOR,ROCIO JURADO SE NOS ROMPIO EL AMOR
859,Señora,Rocio Jurado,ES,General,,https://genius.com/search?q=ROCIO%20JURADO%20SE%C3%91ORA,ROCIO JURADO SEÑORA
860,Romeo Santos Propuesta Indecente,,ES,General,,https://genius.com/search?q=ROMEO%20SANTOS%20PROPUESTA%20INDECENTE,ROMEO SANTOS PROPUESTA INDECENTE
861,Rosa Europe´S Living A Celebration,,ES,General,,https://genius.com/search?q=ROSA%20EUROPE%C2%B4S%20LIVING%20A%20CELEBRATION,ROSA EUROPE´S LIVING A CELEBRATION
862,Despecha,Rosalia,ES,General,,https://genius.com/search?q=ROSALIA%20DESPECHA,ROSALIA DESPECHA
863,J Balvin Con Altura,Rosalia,ES,General,,https://genius.com/search?q=ROSALIA%20J%20BALVIN%20CON%20ALTURA,ROSALIA J BALVIN CON ALTURA
864,Ozuna Yo X Ti Tu X Mi,Rosalia,ES,General,,https://genius.com/search?q=ROSALIA%20OZUNA%20YO%20X%20TI%20TU%20X%20MI,ROSALIA OZUNA YO X TI TU X MI
865,Rosana A Las Buenas Y A Las Malas,,ES,General,,https://genius.com/search?q=ROSANA%20A%20LAS%20BUENAS%20Y%20A%20LAS%20MALAS,ROSANA A LAS BUENAS Y A LAS MALAS
866,Rosana Pa Ti No Estoy,,ES,General,,https://genius.com/search?q=ROSANA%20PA%20TI%20NO%20ESTOY,ROSANA PA TI NO ESTOY
867,Al Son Del Tambor,Rosario Flores,ES,General,,https://genius.com/search?q=ROSARIO%20FLORES%20AL%20SON%20DEL%20TAMBOR,ROSARIO FLORES AL SON DEL TAMBOR
868,Mi Gato,Rosario Flores,ES,General,,https://genius.com/search?q=ROSARIO%20FLORES%20MI%20GATO,ROSARIO FLORES MI GATO
869,Sabor Sabor,Rosario Flores,ES,General,,https://genius.com/search?q=ROSARIO%20FLORES%20SABOR%20SABOR,ROSARIO FLORES SABOR SABOR
870,Sarandonga,Rosario Flores,ES,General,,https://genius.com/search?q=ROSARIO%20FLORES%20SARANDONGA,ROSARIO FLORES SARANDONGA
871,Rose Bruno Mars Apt,,ES,General,,https://genius.com/search?q=ROSE%20BRUNO%20MARS%20APT,ROSE BRUNO MARS APT
872,Agradecido,Rosendo,ES,General,,https://genius.com/search?q=ROSENDO%20AGRADECIDO,ROSENDO AGRADECIDO
873,Loco Por Incordiar,Rosendo,ES,General,,https://genius.com/search?q=ROSENDO%20LOCO%20POR%20INCORDIAR,ROSENDO LOCO POR INCORDIAR
874,Maneras De Vivir,Rosendo,ES,General,,https://genius.com/search?q=ROSENDO%20MANERAS%20DE%20VIVIR,ROSENDO MANERAS DE VIVIR
875,Contrabanda 32 Escaleras,Rulo Y La,ES,General,,https://genius.com/search?q=RULO%20Y%20LA%20CONTRABANDA%2032%20ESCALERAS,RULO Y LA CONTRABANDA 32 ESCALERAS
876,Contrabanda Confeti,Rulo Y La,ES,General,,https://genius.com/search?q=RULO%20Y%20LA%20CONTRABANDA%20CONFETI,RULO Y LA CONTRABANDA CONFETI
877,Contrabanda Mi Cenicienta,Rulo Y La,ES,General,,https://genius.com/search?q=RULO%20Y%20LA%20CONTRABANDA%20MI%20CENICIENTA,RULO Y LA CONTRABANDA MI CENICIENTA
878,Contrabanda Noviembre,Rulo Y La,ES,General,,https://genius.com/search?q=RULO%20Y%20LA%20CONTRABANDA%20NOVIEMBRE,RULO Y LA CONTRABANDA NOVIEMBRE
879,Contrabanda Verano Del 95,Rulo Y La,ES,General,,https://genius.com/search?q=RULO%20Y%20LA%20CONTRABANDA%20VERANO%20DEL%2095,RULO Y LA CONTRABANDA VERANO DEL 95
880,No Se Que Tienen Tus Ojitos,Rumba Tres,ES,General,,https://genius.com/search?q=RUMBA%20TRES%20NO%20SE%20QUE%20TIENEN%20TUS%20OJITOS,RUMBA TRES NO SE QUE TIENEN TUS OJITOS
881,1,Rumba Tres Rumbamania,ES,General,,https://genius.com/search?q=RUMBA%20TRES%20RUMBAMANIA%201,RUMBA TRES RUMBAMANIA 1
882,2,Rumba Tres Rumbamania,ES,General,,https://genius.com/search?q=RUMBA%20TRES%20RUMBAMANIA%202,RUMBA TRES RUMBAMANIA 2
883,2,Rumba Tres Rumbamania,ES,General,,https://genius.com/search?q=RUMBA%20TRES%20RUMBAMANIA%202,RUMBA TRES RUMBAMANIA 2
884,Tengo Lo Que Quiero,Rumba Tres,ES,General,,https://genius.com/search?q=RUMBA%20TRES%20TENGO%20LO%20QUE%20QUIERO,RUMBA TRES TENGO LO QUE QUIERO
885,Rumbamix Raya Real,,ES,General,,https://genius.com/search?q=RUMBAMIX%20RAYA%20REAL,RUMBAMIX RAYA REAL
886,San Luis Y Chino Y Nacho Se Acabo,,ES,General,,https://genius.com/search?q=SAN%20LUIS%20Y%20CHINO%20Y%20NACHO%20SE%20ACABO,SAN LUIS Y CHINO Y NACHO SE ACABO
887,Sebastian Yatra Manuel Turizo Beele Vagabundo,,ES,General,,https://genius.com/search?q=seBASTIAN%20YATRA%20MANUEL%20TURIZO%20BEELE%20VAGABUNDO,seBASTIAN YATRA MANUEL TURIZO BEELE VAGABUNDO
888,Tacones Rojos,Sebastian Yatra,ES,General,,https://genius.com/search?q=SEBASTIAN%20YATRA%20TACONES%20ROJOS,SEBASTIAN YATRA TACONES ROJOS
889,Traicionera,Sebastian Yatra,ES,General,,https://genius.com/search?q=SEBASTIAN%20YATRA%20TRAICIONERA,SEBASTIAN YATRA TRAICIONERA
890,Vuelve,Sebastian Yatra,ES,General,,https://genius.com/search?q=SEBASTIAN%20YATRA%20VUELVE,SEBASTIAN YATRA VUELVE
891,Seguridad Social Chiquilla,,ES,General,,https://genius.com/search?q=SEGURIDAD%20SOCIAL%20CHIQUILLA,SEGURIDAD SOCIAL CHIQUILLA
892,Seguridad Social Quiero Tener Tu Presencia,,ES,General,,https://genius.com/search?q=SEGURIDAD%20SOCIAL%20QUIERO%20TENER%20TU%20PRESENCIA,SEGURIDAD SOCIAL QUIERO TENER TU PRESENCIA
893,Ave Lucía,Sergio Dalma,ES,General,,https://genius.com/search?q=SERGIO%20DALMA%20AVE%20LUC%C3%8DA,SERGIO DALMA AVE LUCÍA
894,Bailar Pegados,Sergio Dalma,ES,General,,https://genius.com/search?q=SERGIO%20DALMA%20BAILAR%20PEGADOS,SERGIO DALMA BAILAR PEGADOS
895,Esa Chica Es Mía,Sergio Dalma,ES,General,,https://genius.com/search?q=SERGIO%20DALMA%20ESA%20CHICA%20ES%20M%C3%8DA,SERGIO DALMA ESA CHICA ES MÍA
896,Galilea,Sergio Dalma,ES,General,,https://genius.com/search?q=SERGIO%20DALMA%20GALILEA,SERGIO DALMA GALILEA
897,Sólo Para Ti,Sergio Dalma,ES,General,,https://genius.com/search?q=SERGIO%20DALMA%20S%C3%93LO%20PARA%20TI,SERGIO DALMA SÓLO PARA TI
898,Sevillana El Adios,,ES,General,,https://genius.com/search?q=SEVILLANA%20EL%20ADIOS,SEVILLANA EL ADIOS
899,Ciega Sordomuda,Shakira,ES,General,,https://genius.com/search?q=SHAKIRA%20CIEGA%20SORDOMUDA,SHAKIRA CIEGA SORDOMUDA
900,Karol G Tqg,Shakira &,ES,General,,https://genius.com/search?q=SHAKIRA%20%26%20KAROL%20G%20TQG,SHAKIRA & KAROL G TQG
901,Ozuna Monotonia,Shakira &,ES,General,,https://genius.com/search?q=SHAKIRA%20%26%20OZUNA%20MONOTONIA,SHAKIRA & OZUNA MONOTONIA
902,Raw Alejandro Te Felicito,Shakira &,ES,General,,https://genius.com/search?q=SHAKIRA%20%26%20RAW%20ALEJANDRO%20TE%20FELICITO,SHAKIRA & RAW ALEJANDRO TE FELICITO
903,Acrostico,Shakira,ES,General,,https://genius.com/search?q=SHAKIRA%20ACROSTICO,SHAKIRA ACROSTICO
904,Bzarrap Sessions 53 Pa Tipos Como Tu,Shakira,ES,General,,https://genius.com/search?q=SHAKIRA%20BZARRAP%20SESSIONS%2053%20PA%20TIPOS%20COMO%20TU,SHAKIRA BZARRAP SESSIONS 53 PA TIPOS COMO TU
905,"Ciega, Sordomuda",Shakira,ES,General,,https://genius.com/search?q=SHAKIRA%20CIEGA%2C%20SORDOMUDA,"SHAKIRA CIEGA, SORDOMUDA"
906,Dai Dai Mundial 2026,Shakira,ES,General,,https://genius.com/search?q=SHAKIRA%20DAI%20DAI%20MUNDIAL%202026,SHAKIRA DAI DAI MUNDIAL 2026
907,"Te Aviso, Te Anuncio",Shakira,ES,General,,https://genius.com/search?q=SHAKIRA%20TE%20AVISO%2C%20TE%20ANUNCIO,"SHAKIRA TE AVISO, TE ANUNCIO"
908,Te Dejo Madrid,Shakira,ES,General,,https://genius.com/search?q=SHAKIRA%20TE%20DEJO%20MADRID,SHAKIRA TE DEJO MADRID
909,Waka Waka,Shakira,ES,General,,https://genius.com/search?q=SHAKIRA%20WAKA%20WAKA,SHAKIRA WAKA WAKA
910,Esa Estrella,Siloe,ES,General,,https://genius.com/search?q=SILOE%20ESA%20ESTRELLA,SILOE ESA ESTRELLA
911,Regu,Siloe,ES,General,,https://genius.com/search?q=SILOE%20REGU,SILOE REGU
912,Si Me Necesitas Llamame,Siloe,ES,General,,https://genius.com/search?q=SILOE%20SI%20ME%20NECESITAS%20LLAMAME,SILOE SI ME NECESITAS LLAMAME
913,Todos Los Besos,Siloe,ES,General,,https://genius.com/search?q=SILOE%20TODOS%20LOS%20BESOS,SILOE TODOS LOS BESOS
914,Ska P Cannabis,,ES,General,,https://genius.com/search?q=SKA%20P%20CANNABIS,SKA P CANNABIS
915,Ska P El Vals Del Obrero,,ES,General,,https://genius.com/search?q=SKA%20P%20EL%20VALS%20DEL%20OBRERO,SKA P EL VALS DEL OBRERO
916,Sonia Y Selena Yo Quiero Bailar,,ES,General,,https://genius.com/search?q=SONIA%20Y%20SELENA%20YO%20QUIERO%20BAILAR,SONIA Y SELENA YO QUIERO BAILAR
917,Taburete Roto Y Elegante,,ES,General,,https://genius.com/search?q=TABURETE%20ROTO%20Y%20ELEGANTE,TABURETE ROTO Y ELEGANTE
918,Taburete Sirenas,,ES,General,,https://genius.com/search?q=TABURETE%20SIRENAS,TABURETE SIRENAS
919,Espaldas Mojadas,Tam Tam Go,ES,General,,https://genius.com/search?q=TAM%20TAM%20GO%20ESPALDAS%20MOJADAS,TAM TAM GO ESPALDAS MOJADAS
920,Manuel Raquel,Tam Tam Go,ES,General,,https://genius.com/search?q=TAM%20TAM%20GO%20MANUEL%20RAQUEL,TAM TAM GO MANUEL RAQUEL
921,Piel Sobre Piel,Tam Tam Go,ES,General,,https://genius.com/search?q=TAM%20TAM%20GO%20PIEL%20SOBRE%20PIEL,TAM TAM GO PIEL SOBRE PIEL
922,Tangana Y Omar Montes Una Y Mil Veces,,ES,General,,https://genius.com/search?q=TANGANA%20Y%20OMAR%20MONTES%20UNA%20Y%20MIL%20VECES,TANGANA Y OMAR MONTES UNA Y MIL VECES
923,Deten El Tiempo,Taxi,ES,General,,https://genius.com/search?q=TAXI%20DETEN%20EL%20TIEMPO,TAXI DETEN EL TIEMPO
924,En Mi Coche,Taxi,ES,General,,https://genius.com/search?q=TAXI%20EN%20MI%20COCHE,TAXI EN MI COCHE
925,Grita,Taxi,ES,General,,https://genius.com/search?q=TAXI%20GRITA,TAXI GRITA
926,Tu Oportunidad,Taxi,ES,General,,https://genius.com/search?q=TAXI%20TU%20OPORTUNIDAD,TAXI TU OPORTUNIDAD
927,Tennessee Te Vi Correr,,ES,General,,https://genius.com/search?q=TENNESSEE%20TE%20VI%20CORRER,TENNESSEE TE VI CORRER
928,Dime Que Me Quieres,Tequila,ES,General,,https://genius.com/search?q=TEQUILA%20DIME%20QUE%20ME%20QUIERES,TEQUILA DIME QUE ME QUIERES
929,Quiero Besarte,Tequila,ES,General,,https://genius.com/search?q=TEQUILA%20QUIERO%20BESARTE,TEQUILA QUIERO BESARTE
930,Rock And Roll En La Plaza Del Pueblo,Tequila,ES,General,,https://genius.com/search?q=TEQUILA%20ROCK%20AND%20ROLL%20EN%20LA%20PLAZA%20DEL%20PUEBLO,TEQUILA ROCK AND ROLL EN LA PLAZA DEL PUEBLO
931,Salta,Tequila,ES,General,,https://genius.com/search?q=TEQUILA%20SALTA,TEQUILA SALTA
932,Thalia Arrasando,,ES,General,,https://genius.com/search?q=THALIA%20ARRASANDO,THALIA ARRASANDO
933,Tijeritas Del Sur De Cataluña,,ES,General,,https://genius.com/search?q=TIJERITAS%20DEL%20SUR%20DE%20CATALU%C3%91A,TIJERITAS DEL SUR DE CATALUÑA
934,Tijeritas Garabi Garabi,,ES,General,,https://genius.com/search?q=TIJERITAS%20GARABI%20GARABI,TIJERITAS GARABI GARABI
935,Tino Casal Eloise,,ES,General,,https://genius.com/search?q=TINO%20CASAL%20ELOISE,TINO CASAL ELOISE
936,Tino Casal Embrujada,,ES,General,,https://genius.com/search?q=TINO%20CASAL%20EMBRUJADA,TINO CASAL EMBRUJADA
937,Toreros Muertos Mi Aguita Amarilla,,ES,General,,https://genius.com/search?q=TOREROS%20MUERTOS%20MI%20AGUITA%20AMARILLA,TOREROS MUERTOS MI AGUITA AMARILLA
938,Toreros Muertos Yo No Me Llamo Javier,,ES,General,,https://genius.com/search?q=TOREROS%20MUERTOS%20YO%20NO%20ME%20LLAMO%20JAVIER,TOREROS MUERTOS YO NO ME LLAMO JAVIER
939,Uberto Tozzi Gloria,,ES,General,,https://genius.com/search?q=UBERTO%20TOZZI%20GLORIA,UBERTO TOZZI GLORIA
940,Hasta El Fondo,Ultraligera,ES,General,,https://genius.com/search?q=ULTRALIGERA%20HASTA%20EL%20FONDO,ULTRALIGERA HASTA EL FONDO
941,La Basura,Ultraligera,ES,General,,https://genius.com/search?q=ULTRALIGERA%20LA%20BASURA,ULTRALIGERA LA BASURA
942,Lapsus,Ultraligera,ES,General,,https://genius.com/search?q=ULTRALIGERA%20LAPSUS,ULTRALIGERA LAPSUS
943,Matanza En El Hotel,Ultraligera,ES,General,,https://genius.com/search?q=ULTRALIGERA%20MATANZA%20EN%20EL%20HOTEL,ULTRALIGERA MATANZA EN EL HOTEL
944,Me Miras Mal,Ultraligera,ES,General,,https://genius.com/search?q=ULTRALIGERA%20ME%20MIRAS%20MAL,ULTRALIGERA ME MIRAS MAL
945,Recuerdos Del Baile,Ultraligera,ES,General,,https://genius.com/search?q=ULTRALIGERA%20RECUERDOS%20DEL%20BAILE,ULTRALIGERA RECUERDOS DEL BAILE
946,Tu No Lo Ves,Ultraligera,ES,General,,https://genius.com/search?q=ULTRALIGERA%20TU%20NO%20LO%20VES,ULTRALIGERA TU NO LO VES
947,Vicco Nochentera,,ES,General,,https://genius.com/search?q=VICCO%20NOCHENTERA,VICCO NOCHENTERA
948,Asturias,Victor Manuel,ES,General,,https://genius.com/search?q=VICTOR%20MANUEL%20ASTURIAS,VICTOR MANUEL ASTURIAS
949,Solo Pienso En Ti,Victor Manuel,ES,General,,https://genius.com/search?q=VICTOR%20MANUEL%20SOLO%20PIENSO%20EN%20TI,VICTOR MANUEL SOLO PIENSO EN TI
950,Sube Al Desvan,Victor Manuel,ES,General,,https://genius.com/search?q=VICTOR%20MANUEL%20SUBE%20AL%20DESVAN,VICTOR MANUEL SUBE AL DESVAN
951,Y Ana Belen Contaminame,Victor Manuel,ES,General,,https://genius.com/search?q=VICTOR%20MANUEL%20Y%20ANA%20BELEN%20CONTAMINAME,VICTOR MANUEL Y ANA BELEN CONTAMINAME
952,Walls Dani Fernandez Vulnerable,,ES,General,,https://genius.com/search?q=WALLS%20DANI%20FERNANDEZ%20VULNERABLE,WALLS DANI FERNANDEZ VULNERABLE
953,El Show De Xuxa,Xuxa,ES,General,,https://genius.com/search?q=XUXA%20EL%20SHOW%20DE%20XUXA,XUXA EL SHOW DE XUXA
954,Ilarie,Xuxa,ES,General,,https://genius.com/search?q=XUXA%20ILARIE,XUXA ILARIE
955,Yandel Pitbull Y Chacal Ay Mi Dios,,ES,General,,https://genius.com/search?q=YANDEL%20PITBULL%20Y%20CHACAL%20AY%20MI%20DIOS,YANDEL PITBULL Y CHACAL AY MI DIOS
956,Zapato Veloz El Tractor Amarillo,,ES,General,,https://genius.com/search?q=ZAPATO%20VELOZ%20EL%20TRACTOR%20AMARILLO,ZAPATO VELOZ EL TRACTOR AMARILLO
957,Zzoilo Aitana Mon Amour,,ES,General,,https://genius.com/search?q=ZZOILO%20AITANA%20MON%20AMOUR,ZZOILO AITANA MON AMOUR
958,3+2 El Baile De La Ola,,ES,Infantil,,https://genius.com/search?q=3%2B2%20EL%20BAILE%20DE%20LA%20OLA,3+2 EL BAILE DE LA OLA
959,3+2 El Rama Lama,,ES,Infantil,,https://genius.com/search?q=3%2B2%20EL%20RAMA%20LAMA,3+2 EL RAMA LAMA
960,Aladino Un Mundo Ideal,,ES,Infantil,,https://genius.com/search?q=ALADINO%20UN%20MUNDO%20IDEAL,ALADINO UN MUNDO IDEAL
961,Alladin 2019 Un Genio Genial,,ES,Infantil,,https://genius.com/search?q=ALLADIN%202019%20UN%20GENIO%20GENIAL,ALLADIN 2019 UN GENIO GENIAL
962,José Te Traigo Flores,Antonio,ES,Infantil,,https://genius.com/search?q=ANTONIO%20JOS%C3%89%20TE%20TRAIGO%20FLORES,ANTONIO JOSÉ TE TRAIGO FLORES
963,Bomgo Botrako Todos Los Dias Sale El Sol,,ES,Infantil,,https://genius.com/search?q=BOMGO%20BOTRAKO%20TODOS%20LOS%20DIAS%20SALE%20EL%20SOL,BOMGO BOTRAKO TODOS LOS DIAS SALE EL SOL
964,A La Selección Vivimos La Selección,Cancion,ES,Infantil,,https://genius.com/search?q=CANCION%20A%20LA%20SELECCI%C3%93N%20VIVIMOS%20LA%20SELECCI%C3%93N,CANCION A LA SELECCIÓN VIVIMOS LA SELECCIÓN
965,Chu Chu Ua,Cancion Infantil,ES,Infantil,,https://genius.com/search?q=CANCION%20INFANTIL%20CHU%20CHU%20UA,CANCION INFANTIL CHU CHU UA
966,El Gallo,Cancion Infantil,ES,Infantil,,https://genius.com/search?q=CANCION%20INFANTIL%20EL%20GALLO,CANCION INFANTIL EL GALLO
967,La Gallina Turuleta,Cancion Infantil,ES,Infantil,,https://genius.com/search?q=CANCION%20INFANTIL%20LA%20GALLINA%20TURULETA,CANCION INFANTIL LA GALLINA TURULETA
968,La Vaca Lechera,Cancion Infantil,ES,Infantil,,https://genius.com/search?q=CANCION%20INFANTIL%20LA%20VACA%20LECHERA,CANCION INFANTIL LA VACA LECHERA
969,Mi Barba Tiene Tres Pelos,Cancion Infantil,ES,Infantil,,https://genius.com/search?q=CANCION%20INFANTIL%20MI%20BARBA%20TIENE%20TRES%20PELOS,CANCION INFANTIL MI BARBA TIENE TRES PELOS
970,Soy Una Taza,Cancion Infantil,ES,Infantil,,https://genius.com/search?q=CANCION%20INFANTIL%20SOY%20UNA%20TAZA,CANCION INFANTIL SOY UNA TAZA
971,Susanita,Cancion Infantil,ES,Infantil,,https://genius.com/search?q=CANCION%20INFANTIL%20SUSANITA,CANCION INFANTIL SUSANITA
972,A Mi Burro,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20A%20MI%20BURRO,CANTAJUEGOS A MI BURRO
973,Abuelito Dime Tu,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20ABUELITO%20DIME%20TU,CANTAJUEGOS ABUELITO DIME TU
974,Ahi Viene Mama Pato,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20AHI%20VIENE%20MAMA%20PATO,CANTAJUEGOS AHI VIENE MAMA PATO
975,Al Corro De La Patata,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20AL%20CORRO%20DE%20LA%20PATATA,CANTAJUEGOS AL CORRO DE LA PATATA
976,Anton Pirulero (Remix),Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20ANTON%20PIRULERO%20%28REMIX%29,CANTAJUEGOS ANTON PIRULERO (REMIX)
977,Arramsamsam,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20ARRAMSAMSAM,CANTAJUEGOS ARRAMSAMSAM
